sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,eta
70.6,68.6,69.3,68.6,67.1,68.6,69.3,71.0,70.5,70.0,70.0,69.7,0.8486562942008486
68.6,69.3,68.6,67.1,68.6,69.3,71.0,70.5,70.0,70.0,69.7,70.7,0.8547008547008548
69.3,68.6,67.1,68.6,69.3,71.0,70.5,70.0,70.0,69.7,70.7,70.2,0.841514726507714
68.6,67.1,68.6,69.3,71.0,70.5,70.0,70.0,69.7,70.7,70.2,71.3,0.8368200836820083
67.1,68.6,69.3,71.0,70.5,70.0,70.0,69.7,70.7,70.2,71.3,71.7,0.8310249307479224
68.6,69.3,71.0,70.5,70.0,70.0,69.7,70.7,70.2,71.3,71.7,72.2,0.8438818565400844
69.3,71.0,70.5,70.0,70.0,69.7,70.7,70.2,71.3,71.7,72.2,71.1,0.8344923504867872
71.0,70.5,70.0,70.0,69.7,70.7,70.2,71.3,71.7,72.2,71.1,71.9,0.8287292817679558
70.5,70.0,70.0,69.7,70.7,70.2,71.3,71.7,72.2,71.1,71.9,72.4,0.8264462809917356
70.0,70.0,69.7,70.7,70.2,71.3,71.7,72.2,71.1,71.9,72.4,72.6,0.8333333333333333
70.0,69.7,70.7,70.2,71.3,71.7,72.2,71.1,71.9,72.4,72.6,72.0,0.8426966292134831
69.7,70.7,70.2,71.3,71.7,72.2,71.1,71.9,72.4,72.6,72.0,71.2,0.8462623413258109
70.7,70.2,71.3,71.7,72.2,71.1,71.9,72.4,72.6,72.0,71.2,70.9,0.8462623413258109
70.2,71.3,71.7,72.2,71.1,71.9,72.4,72.6,72.0,71.2,70.9,70.9,0.8522727272727273
71.3,71.7,72.2,71.1,71.9,72.4,72.6,72.0,71.2,70.9,70.9,70.4,0.8683068017366137
71.7,72.2,71.1,71.9,72.4,72.6,72.0,71.2,70.9,70.9,70.4,69.1,0.8403361344537814
72.2,71.1,71.9,72.4,72.6,72.0,71.2,70.9,70.9,70.4,69.1,71.4,0.819672131147541
71.1,71.9,72.4,72.6,72.0,71.2,70.9,70.9,70.4,69.1,71.4,73.2,0.8298755186721992
71.9,72.4,72.6,72.0,71.2,70.9,70.9,70.4,69.1,71.4,73.2,72.3,0.8287292817679558
72.4,72.6,72.0,71.2,70.9,70.9,70.4,69.1,71.4,73.2,72.3,72.4,0.8438818565400844
72.6,72.0,71.2,70.9,70.9,70.4,69.1,71.4,73.2,72.3,72.4,71.1,0.84985835694051
72.0,71.2,70.9,70.9,70.4,69.1,71.4,73.2,72.3,72.4,71.1,70.6,0.8559201141226819
71.2,70.9,70.9,70.4,69.1,71.4,73.2,72.3,72.4,71.1,70.6,70.1,0.8486562942008486
70.9,70.9,70.4,69.1,71.4,73.2,72.3,72.4,71.1,70.6,70.1,70.7,0.841514726507714
70.9,70.4,69.1,71.4,73.2,72.3,72.4,71.1,70.6,70.1,70.7,71.3,0.8708272859216255
70.4,69.1,71.4,73.2,72.3,72.4,71.1,70.6,70.1,70.7,71.3,68.9,0.847457627118644
69.1,71.4,73.2,72.3,72.4,71.1,70.6,70.1,70.7,71.3,68.9,70.8,0.8368200836820083
71.4,73.2,72.3,72.4,71.1,70.6,70.1,70.7,71.3,68.9,70.8,71.7,0.8403361344537814
73.2,72.3,72.4,71.1,70.6,70.1,70.7,71.3,68.9,70.8,71.7,71.4,0.8321775312066575
72.3,72.4,71.1,70.6,70.1,70.7,71.3,68.9,70.8,71.7,71.4,72.1,0.8426966292134831
72.4,71.1,70.6,70.1,70.7,71.3,68.9,70.8,71.7,71.4,72.1,71.2,0.8391608391608392
71.1,70.6,70.1,70.7,71.3,68.9,70.8,71.7,71.4,72.1,71.2,71.5,0.8333333333333333
70.6,70.1,70.7,71.3,68.9,70.8,71.7,71.4,72.1,71.2,71.5,72.0,0.8321775312066575
70.1,70.7,71.3,68.9,70.8,71.7,71.4,72.1,71.2,71.5,72.0,72.1,0.8310249307479224
70.7,71.3,68.9,70.8,71.7,71.4,72.1,71.2,71.5,72.0,72.1,72.2,0.841514726507714
71.3,68.9,70.8,71.7,71.4,72.1,71.2,71.5,72.0,72.1,72.2,71.3,0.8321775312066575
68.9,70.8,71.7,71.4,72.1,71.2,71.5,72.0,72.1,72.2,71.3,72.1,0.8298755186721992
70.8,71.7,71.4,72.1,71.2,71.5,72.0,72.1,72.2,71.3,72.1,72.3,0.8298755186721992
71.7,71.4,72.1,71.2,71.5,72.0,72.1,72.2,71.3,72.1,72.3,72.3,0.8275862068965517
71.4,72.1,71.2,71.5,72.0,72.1,72.2,71.3,72.1,72.3,72.3,72.5,0.8253094910591472
72.1,71.2,71.5,72.0,72.1,72.2,71.3,72.1,72.3,72.3,72.5,72.7,0.8356545961002786
71.2,71.5,72.0,72.1,72.2,71.3,72.1,72.3,72.3,72.5,72.7,71.8,0.8275862068965517
71.5,72.0,72.1,72.2,71.3,72.1,72.3,72.3,72.5,72.7,71.8,72.5,0.8486562942008486
72.0,72.1,72.2,71.3,72.1,72.3,72.3,72.5,72.7,71.8,72.5,70.7,0.8344923504867872
72.1,72.2,71.3,72.1,72.3,72.3,72.5,72.7,71.8,72.5,70.7,71.9,0.84985835694051
72.2,71.3,72.1,72.3,72.3,72.5,72.7,71.8,72.5,70.7,71.9,70.6,0.8368200836820083
71.3,72.1,72.3,72.3,72.5,72.7,71.8,72.5,70.7,71.9,70.6,71.7,0.8426966292134831
72.1,72.3,72.3,72.5,72.7,71.8,72.5,70.7,71.9,70.6,71.7,71.2,0.8403361344537814
72.3,72.3,72.5,72.7,71.8,72.5,70.7,71.9,70.6,71.7,71.2,71.4,0.8426966292134831
72.3,72.5,72.7,71.8,72.5,70.7,71.9,70.6,71.7,71.2,71.4,71.2,0.8391608391608392
72.5,72.7,71.8,72.5,70.7,71.9,70.6,71.7,71.2,71.4,71.2,71.5,0.8298755186721992
72.7,71.8,72.5,70.7,71.9,70.6,71.7,71.2,71.4,71.2,71.5,72.3,0.8253094910591472
71.8,72.5,70.7,71.9,70.6,71.7,71.2,71.4,71.2,71.5,72.3,72.7,0.8534850640113798
72.5,70.7,71.9,70.6,71.7,71.2,71.4,71.2,71.5,72.3,72.7,70.3,0.8534850640113798
70.7,71.9,70.6,71.7,71.2,71.4,71.2,71.5,72.3,72.7,70.3,70.3,0.8534850640113798
71.9,70.6,71.7,71.2,71.4,71.2,71.5,72.3,72.7,70.3,70.3,70.3,0.8645533141210374
70.6,71.7,71.2,71.4,71.2,71.5,72.3,72.7,70.3,70.3,70.3,69.4,0.8547008547008548
71.7,71.2,71.4,71.2,71.5,72.3,72.7,70.3,70.3,70.3,69.4,70.2,0.8571428571428571
71.2,71.4,71.2,71.5,72.3,72.7,70.3,70.3,70.3,69.4,70.2,70.0,0.851063829787234
71.4,71.2,71.5,72.3,72.7,70.3,70.3,70.3,69.4,70.2,70.0,70.5,0.84985835694051
71.2,71.5,72.3,72.7,70.3,70.3,70.3,69.4,70.2,70.0,70.5,70.6,0.8368200836820083
71.5,72.3,72.7,70.3,70.3,70.3,69.4,70.2,70.0,70.5,70.6,71.7,0.8486562942008486
72.3,72.7,70.3,70.3,70.3,69.4,70.2,70.0,70.5,70.6,71.7,70.7,0.8403361344537814
72.7,70.3,70.3,70.3,69.4,70.2,70.0,70.5,70.6,71.7,70.7,71.4,0.8368200836820083
70.3,70.3,70.3,69.4,70.2,70.0,70.5,70.6,71.7,70.7,71.4,71.7,0.8321775312066575
70.3,70.3,69.4,70.2,70.0,70.5,70.6,71.7,70.7,71.4,71.7,72.1,0.8356545961002786
70.3,69.4,70.2,70.0,70.5,70.6,71.7,70.7,71.4,71.7,72.1,71.8,0.8438818565400844
69.4,70.2,70.0,70.5,70.6,71.7,70.7,71.4,71.7,72.1,71.8,71.1,0.8368200836820083
70.2,70.0,70.5,70.6,71.7,70.7,71.4,71.7,72.1,71.8,71.1,71.7,0.8264462809917356
70.0,70.5,70.6,71.7,70.7,71.4,71.7,72.1,71.8,71.1,71.7,72.6,0.8298755186721992
70.5,70.6,71.7,70.7,71.4,71.7,72.1,71.8,71.1,71.7,72.6,72.3,0.8426966292134831
70.6,71.7,70.7,71.4,71.7,72.1,71.8,71.1,71.7,72.6,72.3,71.2,0.841514726507714
71.7,70.7,71.4,71.7,72.1,71.8,71.1,71.7,72.6,72.3,71.2,71.3,0.8522727272727273
70.7,71.4,71.7,72.1,71.8,71.1,71.7,72.6,72.3,71.2,71.3,70.4,0.8534850640113798
71.4,71.7,72.1,71.8,71.1,71.7,72.6,72.3,71.2,71.3,70.4,70.3,0.851063829787234
71.7,72.1,71.8,71.1,71.7,72.6,72.3,71.2,71.3,70.4,70.3,70.5,0.8379888268156425
72.1,71.8,71.1,71.7,72.6,72.3,71.2,71.3,70.4,70.3,70.5,71.6,0.8438818565400844
71.8,71.1,71.7,72.6,72.3,71.2,71.3,70.4,70.3,70.5,71.6,71.1,0.8356545961002786
71.1,71.7,72.6,72.3,71.2,71.3,70.4,70.3,70.5,71.6,71.1,71.8,0.8426966292134831
71.7,72.6,72.3,71.2,71.3,70.4,70.3,70.5,71.6,71.1,71.8,71.2,0.8391608391608392
72.6,72.3,71.2,71.3,70.4,70.3,70.5,71.6,71.1,71.8,71.2,71.5,0.8356545961002786
72.3,71.2,71.3,70.4,70.3,70.5,71.6,71.1,71.8,71.2,71.5,71.8,0.8379888268156425
71.2,71.3,70.4,70.3,70.5,71.6,71.1,71.8,71.2,71.5,71.8,71.6,0.8426966292134831
71.3,70.4,70.3,70.5,71.6,71.1,71.8,71.2,71.5,71.8,71.6,71.2,0.8426966292134831
70.4,70.3,70.5,71.6,71.1,71.8,71.2,71.5,71.8,71.6,71.2,71.2,0.8391608391608392
70.3,70.5,71.6,71.1,71.8,71.2,71.5,71.8,71.6,71.2,71.2,71.5,0.8438818565400844
70.5,71.6,71.1,71.8,71.2,71.5,71.8,71.6,71.2,71.2,71.5,71.1,0.8450704225352113
71.6,71.1,71.8,71.2,71.5,71.8,71.6,71.2,71.2,71.5,71.1,71.0,0.8344923504867872
71.1,71.8,71.2,71.5,71.8,71.6,71.2,71.2,71.5,71.1,71.0,71.9,0.8356545961002786
71.8,71.2,71.5,71.8,71.6,71.2,71.2,71.5,71.1,71.0,71.9,71.8,0.8368200836820083
71.2,71.5,71.8,71.6,71.2,71.2,71.5,71.1,71.0,71.9,71.8,71.7,0.8253094910591472
71.5,71.8,71.6,71.2,71.2,71.5,71.1,71.0,71.9,71.8,71.7,72.7,0.8462623413258109
71.8,71.6,71.2,71.2,71.5,71.1,71.0,71.9,71.8,71.7,72.7,70.9,0.8368200836820083
71.6,71.2,71.2,71.5,71.1,71.0,71.9,71.8,71.7,72.7,70.9,71.7,0.8547008547008548
71.2,71.2,71.5,71.1,71.0,71.9,71.8,71.7,72.7,70.9,71.7,70.2,0.8391608391608392
71.2,71.5,71.1,71.0,71.9,71.8,71.7,72.7,70.9,71.7,70.2,71.5,0.841514726507714
71.5,71.1,71.0,71.9,71.8,71.7,72.7,70.9,71.7,70.2,71.5,71.3,0.8438818565400844
71.1,71.0,71.9,71.8,71.7,72.7,70.9,71.7,70.2,71.5,71.3,71.1,0.8462623413258109
71.0,71.9,71.8,71.7,72.7,70.9,71.7,70.2,71.5,71.3,71.1,70.9,0.8683068017366137
71.9,71.8,71.7,72.7,70.9,71.7,70.2,71.5,71.3,71.1,70.9,69.1,0.8571428571428571
71.8,71.7,72.7,70.9,71.7,70.2,71.5,71.3,71.1,70.9,69.1,70.0,0.8379888268156425
71.7,72.7,70.9,71.7,70.2,71.5,71.3,71.1,70.9,69.1,70.0,71.6,0.8426966292134831
72.7,70.9,71.7,70.2,71.5,71.3,71.1,70.9,69.1,70.0,71.6,71.2,0.847457627118644
70.9,71.7,70.2,71.5,71.3,71.1,70.9,69.1,70.0,71.6,71.2,70.8,0.8368200836820083
71.7,70.2,71.5,71.3,71.1,70.9,69.1,70.0,71.6,71.2,70.8,71.7,0.8344923504867872
70.2,71.5,71.3,71.1,70.9,69.1,70.0,71.6,71.2,70.8,71.7,71.9,0.8534850640113798
71.5,71.3,71.1,70.9,69.1,70.0,71.6,71.2,70.8,71.7,71.9,70.3,0.8450704225352113
71.3,71.1,70.9,69.1,70.0,71.6,71.2,70.8,71.7,71.9,70.3,71.0,0.8534850640113798
71.1,70.9,69.1,70.0,71.6,71.2,70.8,71.7,71.9,70.3,71.0,70.3,0.8450704225352113
70.9,69.1,70.0,71.6,71.2,70.8,71.7,71.9,70.3,71.0,70.3,71.0,0.8450704225352113
69.1,70.0,71.6,71.2,70.8,71.7,71.9,70.3,71.0,70.3,71.0,71.0,0.8450704225352113
70.0,71.6,71.2,70.8,71.7,71.9,70.3,71.0,70.3,71.0,71.0,71.0,0.8462623413258109
71.6,71.2,70.8,71.7,71.9,70.3,71.0,70.3,71.0,71.0,71.0,70.9,0.8426966292134831
71.2,70.8,71.7,71.9,70.3,71.0,70.3,71.0,71.0,71.0,70.9,71.2,0.8462623413258109
70.8,71.7,71.9,70.3,71.0,70.3,71.0,71.0,71.0,70.9,71.2,70.9,0.8583690987124463
71.7,71.9,70.3,71.0,70.3,71.0,71.0,71.0,70.9,71.2,70.9,69.9,0.8534850640113798
71.9,70.3,71.0,70.3,71.0,71.0,71.0,70.9,71.2,70.9,69.9,70.3,0.8391608391608392
70.3,71.0,70.3,71.0,71.0,71.0,70.9,71.2,70.9,69.9,70.3,71.5,0.8438818565400844
71.0,70.3,71.0,71.0,71.0,70.9,71.2,70.9,69.9,70.3,71.5,71.1,0.84985835694051
70.3,71.0,71.0,71.0,70.9,71.2,70.9,69.9,70.3,71.5,71.1,70.6,0.84985835694051
71.0,71.0,71.0,70.9,71.2,70.9,69.9,70.3,71.5,71.1,70.6,70.6,0.8486562942008486
71.0,71.0,70.9,71.2,70.9,69.9,70.3,71.5,71.1,70.6,70.6,70.7,0.8426966292134831
71.0,70.9,71.2,70.9,69.9,70.3,71.5,71.1,70.6,70.6,70.7,71.2,0.847457627118644
70.9,71.2,70.9,69.9,70.3,71.5,71.1,70.6,70.6,70.7,71.2,70.8,0.8310249307479224
71.2,70.9,69.9,70.3,71.5,71.1,70.6,70.6,70.7,71.2,70.8,72.2,0.8450704225352113
70.9,69.9,70.3,71.5,71.1,70.6,70.6,70.7,71.2,70.8,72.2,71.0,0.8379888268156425
69.9,70.3,71.5,71.1,70.6,70.6,70.7,71.2,70.8,72.2,71.0,71.6,0.8522727272727273
70.3,71.5,71.1,70.6,70.6,70.7,71.2,70.8,72.2,71.0,71.6,70.4,0.8356545961002786
71.5,71.1,70.6,70.6,70.7,71.2,70.8,72.2,71.0,71.6,70.4,71.8,0.8450704225352113
71.1,70.6,70.6,70.7,71.2,70.8,72.2,71.0,71.6,70.4,71.8,71.0,0.8522727272727273
70.6,70.6,70.7,71.2,70.8,72.2,71.0,71.6,70.4,71.8,71.0,70.4,0.8534850640113798
70.6,70.7,71.2,70.8,72.2,71.0,71.6,70.4,71.8,71.0,70.4,70.3,0.8486562942008486
70.7,71.2,70.8,72.2,71.0,71.6,70.4,71.8,71.0,70.4,70.3,70.7,0.8356545961002786
71.2,70.8,72.2,71.0,71.6,70.4,71.8,71.0,70.4,70.3,70.7,71.8,0.8344923504867872
70.8,72.2,71.0,71.6,70.4,71.8,71.0,70.4,70.3,70.7,71.8,71.9,0.8379888268156425
72.2,71.0,71.6,70.4,71.8,71.0,70.4,70.3,70.7,71.8,71.9,71.6,0.8344923504867872
71.0,71.6,70.4,71.8,71.0,70.4,70.3,70.7,71.8,71.9,71.6,71.9,0.8450704225352113
71.6,70.4,71.8,71.0,70.4,70.3,70.7,71.8,71.9,71.6,71.9,71.0,0.8426966292134831
70.4,71.8,71.0,70.4,70.3,70.7,71.8,71.9,71.6,71.9,71.0,71.2,0.8462623413258109
71.8,71.0,70.4,70.3,70.7,71.8,71.9,71.6,71.9,71.0,71.2,70.9,0.8391608391608392
71.0,70.4,70.3,70.7,71.8,71.9,71.6,71.9,71.0,71.2,70.9,71.5,0.8450704225352113
70.4,70.3,70.7,71.8,71.9,71.6,71.9,71.0,71.2,70.9,71.5,71.0,0.841514726507714
70.3,70.7,71.8,71.9,71.6,71.9,71.0,71.2,70.9,71.5,71.0,71.3,0.8310249307479224
70.7,71.8,71.9,71.6,71.9,71.0,71.2,70.9,71.5,71.0,71.3,72.2,0.8287292817679558
71.8,71.9,71.6,71.9,71.0,71.2,70.9,71.5,71.0,71.3,72.2,72.4,0.8321775312066575
71.9,71.6,71.9,71.0,71.2,70.9,71.5,71.0,71.3,72.2,72.4,72.1,0.8207934336525309
71.6,71.9,71.0,71.2,70.9,71.5,71.0,71.3,72.2,72.4,72.1,73.1,0.821917808219178
71.9,71.0,71.2,70.9,71.5,71.0,71.3,72.2,72.4,72.1,73.1,73.0,0.8275862068965517
71.0,71.2,70.9,71.5,71.0,71.3,72.2,72.4,72.1,73.1,73.0,72.5,0.8426966292134831
71.2,70.9,71.5,71.0,71.3,72.2,72.4,72.1,73.1,73.0,72.5,71.2,0.847457627118644
70.9,71.5,71.0,71.3,72.2,72.4,72.1,73.1,73.0,72.5,71.2,70.8,0.84985835694051
71.5,71.0,71.3,72.2,72.4,72.1,73.1,73.0,72.5,71.2,70.8,70.6,0.841514726507714
71.0,71.3,72.2,72.4,72.1,73.1,73.0,72.5,71.2,70.8,70.6,71.3,0.8379888268156425
71.3,72.2,72.4,72.1,73.1,73.0,72.5,71.2,70.8,70.6,71.3,71.6,0.8275862068965517
72.2,72.4,72.1,73.1,73.0,72.5,71.2,70.8,70.6,71.3,71.6,72.5,0.8438818565400844
72.4,72.1,73.1,73.0,72.5,71.2,70.8,70.6,71.3,71.6,72.5,71.1,0.8298755186721992
72.1,73.1,73.0,72.5,71.2,70.8,70.6,71.3,71.6,72.5,71.1,72.3,0.8275862068965517
73.1,73.0,72.5,71.2,70.8,70.6,71.3,71.6,72.5,71.1,72.3,72.5,0.8287292817679558
73.0,72.5,71.2,70.8,70.6,71.3,71.6,72.5,71.1,72.3,72.5,72.4,0.851063829787234
72.5,71.2,70.8,70.6,71.3,71.6,72.5,71.1,72.3,72.5,72.4,70.5,0.8583690987124463
71.2,70.8,70.6,71.3,71.6,72.5,71.1,72.3,72.5,72.4,70.5,69.9,0.8620689655172414
70.8,70.6,71.3,71.6,72.5,71.1,72.3,72.5,72.4,70.5,69.9,69.6,0.8547008547008548
70.6,71.3,71.6,72.5,71.1,72.3,72.5,72.4,70.5,69.9,69.6,70.2,0.8534850640113798
71.3,71.6,72.5,71.1,72.3,72.5,72.4,70.5,69.9,69.6,70.2,70.3,0.8559201141226819
71.6,72.5,71.1,72.3,72.5,72.4,70.5,69.9,69.6,70.2,70.3,70.1,0.8391608391608392
72.5,71.1,72.3,72.5,72.4,70.5,69.9,69.6,70.2,70.3,70.1,71.5,0.8438818565400844
71.1,72.3,72.5,72.4,70.5,69.9,69.6,70.2,70.3,70.1,71.5,71.1,0.8571428571428571
72.3,72.5,72.4,70.5,69.9,69.6,70.2,70.3,70.1,71.5,71.1,70.0,0.8522727272727273
72.5,72.4,70.5,69.9,69.6,70.2,70.3,70.1,71.5,71.1,70.0,70.4,0.8310249307479224
72.4,70.5,69.9,69.6,70.2,70.3,70.1,71.5,71.1,70.0,70.4,72.2,0.8379888268156425
70.5,69.9,69.6,70.2,70.3,70.1,71.5,71.1,70.0,70.4,72.2,71.6,0.8403361344537814
69.9,69.6,70.2,70.3,70.1,71.5,71.1,70.0,70.4,72.2,71.6,71.4,0.8310249307479224
69.6,70.2,70.3,70.1,71.5,71.1,70.0,70.4,72.2,71.6,71.4,72.2,0.8207934336525309
70.2,70.3,70.1,71.5,71.1,70.0,70.4,72.2,71.6,71.4,72.2,73.1,0.8321775312066575
70.3,70.1,71.5,71.1,70.0,70.4,72.2,71.6,71.4,72.2,73.1,72.1,0.8310249307479224
70.1,71.5,71.1,70.0,70.4,72.2,71.6,71.4,72.2,73.1,72.1,72.2,0.8379888268156425
71.5,71.1,70.0,70.4,72.2,71.6,71.4,72.2,73.1,72.1,72.2,71.6,0.8298755186721992
71.1,70.0,70.4,72.2,71.6,71.4,72.2,73.1,72.1,72.2,71.6,72.3,0.841514726507714
70.0,70.4,72.2,71.6,71.4,72.2,73.1,72.1,72.2,71.6,72.3,71.3,0.8559201141226819
70.4,72.2,71.6,71.4,72.2,73.1,72.1,72.2,71.6,72.3,71.3,70.1,0.84985835694051
72.2,71.6,71.4,72.2,73.1,72.1,72.2,71.6,72.3,71.3,70.1,70.6,0.8438818565400844
71.6,71.4,72.2,73.1,72.1,72.2,71.6,72.3,71.3,70.1,70.6,71.1,0.8559201141226819
71.4,72.2,73.1,72.1,72.2,71.6,72.3,71.3,70.1,70.6,71.1,70.1,0.8522727272727273
72.2,73.1,72.1,72.2,71.6,72.3,71.3,70.1,70.6,71.1,70.1,70.4,0.8450704225352113
73.1,72.1,72.2,71.6,72.3,71.3,70.1,70.6,71.1,70.1,70.4,71.0,0.8403361344537814
72.1,72.2,71.6,72.3,71.3,70.1,70.6,71.1,70.1,70.4,71.0,71.4,0.8486562942008486
72.2,71.6,72.3,71.3,70.1,70.6,71.1,70.1,70.4,71.0,71.4,70.7,0.8298755186721992
71.6,72.3,71.3,70.1,70.6,71.1,70.1,70.4,71.0,71.4,70.7,72.3,0.841514726507714
72.3,71.3,70.1,70.6,71.1,70.1,70.4,71.0,71.4,70.7,72.3,71.3,0.8559201141226819
71.3,70.1,70.6,71.1,70.1,70.4,71.0,71.4,70.7,72.3,71.3,70.1,0.847457627118644
70.1,70.6,71.1,70.1,70.4,71.0,71.4,70.7,72.3,71.3,70.1,70.8,0.8356545961002786
70.6,71.1,70.1,70.4,71.0,71.4,70.7,72.3,71.3,70.1,70.8,71.8,0.8595988538681949
71.1,70.1,70.4,71.0,71.4,70.7,72.3,71.3,70.1,70.8,71.8,69.8,0.8708272859216255
70.1,70.4,71.0,71.4,70.7,72.3,71.3,70.1,70.8,71.8,69.8,68.9,0.8849557522123894
70.4,71.0,71.4,70.7,72.3,71.3,70.1,70.8,71.8,69.8,68.9,67.8,0.8670520231213873
71.0,71.4,70.7,72.3,71.3,70.1,70.8,71.8,69.8,68.9,67.8,69.2,0.8633093525179857
71.4,70.7,72.3,71.3,70.1,70.8,71.8,69.8,68.9,67.8,69.2,69.5,0.8559201141226819
70.7,72.3,71.3,70.1,70.8,71.8,69.8,68.9,67.8,69.2,69.5,70.1,0.8633093525179857
72.3,71.3,70.1,70.8,71.8,69.8,68.9,67.8,69.2,69.5,70.1,69.5,0.8450704225352113
71.3,70.1,70.8,71.8,69.8,68.9,67.8,69.2,69.5,70.1,69.5,71.0,0.8403361344537814
70.1,70.8,71.8,69.8,68.9,67.8,69.2,69.5,70.1,69.5,71.0,71.4,0.8403361344537814
70.8,71.8,69.8,68.9,67.8,69.2,69.5,70.1,69.5,71.0,71.4,71.4,0.8534850640113798
71.8,69.8,68.9,67.8,69.2,69.5,70.1,69.5,71.0,71.4,71.4,70.3,0.8571428571428571
69.8,68.9,67.8,69.2,69.5,70.1,69.5,71.0,71.4,71.4,70.3,70.0,0.8559201141226819
68.9,67.8,69.2,69.5,70.1,69.5,71.0,71.4,71.4,70.3,70.0,70.1,0.8645533141210374
67.8,69.2,69.5,70.1,69.5,71.0,71.4,71.4,70.3,70.0,70.1,69.4,0.8695652173913043
69.2,69.5,70.1,69.5,71.0,71.4,71.4,70.3,70.0,70.1,69.4,69.0,0.860832137733142
69.5,70.1,69.5,71.0,71.4,71.4,70.3,70.0,70.1,69.4,69.0,69.7,0.8771929824561403
70.1,69.5,71.0,71.4,71.4,70.3,70.0,70.1,69.4,69.0,69.7,68.4,0.8645533141210374
69.5,71.0,71.4,71.4,70.3,70.0,70.1,69.4,69.0,69.7,68.4,69.4,0.8645533141210374
71.0,71.4,71.4,70.3,70.0,70.1,69.4,69.0,69.7,68.4,69.4,69.4,0.8645533141210374
71.4,71.4,70.3,70.0,70.1,69.4,69.0,69.7,68.4,69.4,69.4,69.4,0.8708272859216255
71.4,70.3,70.0,70.1,69.4,69.0,69.7,68.4,69.4,69.4,69.4,68.9,0.8571428571428571
70.3,70.0,70.1,69.4,69.0,69.7,68.4,69.4,69.4,69.4,68.9,70.0,0.8645533141210374
70.0,70.1,69.4,69.0,69.7,68.4,69.4,69.4,69.4,68.9,70.0,69.4,0.8595988538681949
70.1,69.4,69.0,69.7,68.4,69.4,69.4,69.4,68.9,70.0,69.4,69.8,0.847457627118644
69.4,69.0,69.7,68.4,69.4,69.4,69.4,68.9,70.0,69.4,69.8,70.8,0.8547008547008548
69.0,69.7,68.4,69.4,69.4,69.4,68.9,70.0,69.4,69.8,70.8,70.2,0.8486562942008486
69.7,68.4,69.4,69.4,69.4,68.9,70.0,69.4,69.8,70.8,70.2,70.7,0.847457627118644
68.4,69.4,69.4,69.4,68.9,70.0,69.4,69.8,70.8,70.2,70.7,70.8,0.8571428571428571
69.4,69.4,69.4,68.9,70.0,69.4,69.8,70.8,70.2,70.7,70.8,70.0,0.8426966292134831
69.4,69.4,68.9,70.0,69.4,69.8,70.8,70.2,70.7,70.8,70.0,71.2,0.8571428571428571
69.4,68.9,70.0,69.4,69.8,70.8,70.2,70.7,70.8,70.0,71.2,70.0,0.8438818565400844
68.9,70.0,69.4,69.8,70.8,70.2,70.7,70.8,70.0,71.2,70.0,71.1,0.8368200836820083
70.0,69.4,69.8,70.8,70.2,70.7,70.8,70.0,71.2,70.0,71.1,71.7,0.8438818565400844
69.4,69.8,70.8,70.2,70.7,70.8,70.0,71.2,70.0,71.1,71.7,71.1,0.8534850640113798
69.8,70.8,70.2,70.7,70.8,70.0,71.2,70.0,71.1,71.7,71.1,70.3,0.8559201141226819
70.8,70.2,70.7,70.8,70.0,71.2,70.0,71.1,71.7,71.1,70.3,70.1,0.8595988538681949
70.2,70.7,70.8,70.0,71.2,70.0,71.1,71.7,71.1,70.3,70.1,69.8,0.8683068017366137
70.7,70.8,70.0,71.2,70.0,71.1,71.7,71.1,70.3,70.1,69.8,69.1,0.8771929824561403
70.8,70.0,71.2,70.0,71.1,71.7,71.1,70.3,70.1,69.8,69.1,68.4,0.8733624454148472
70.0,71.2,70.0,71.1,71.7,71.1,70.3,70.1,69.8,69.1,68.4,68.7,0.8547008547008548
71.2,70.0,71.1,71.7,71.1,70.3,70.1,69.8,69.1,68.4,68.7,70.2,0.8368200836820083
70.0,71.1,71.7,71.1,70.3,70.1,69.8,69.1,68.4,68.7,70.2,71.7,0.8298755186721992
71.1,71.7,71.1,70.3,70.1,69.8,69.1,68.4,68.7,70.2,71.7,72.3,0.8368200836820083
71.7,71.1,70.3,70.1,69.8,69.1,68.4,68.7,70.2,71.7,72.3,71.7,0.8368200836820083
71.1,70.3,70.1,69.8,69.1,68.4,68.7,70.2,71.7,72.3,71.7,71.7,0.847457627118644
70.3,70.1,69.8,69.1,68.4,68.7,70.2,71.7,72.3,71.7,71.7,70.8,0.8403361344537814
70.1,69.8,69.1,68.4,68.7,70.2,71.7,72.3,71.7,71.7,70.8,71.4,0.8264462809917356
69.8,69.1,68.4,68.7,70.2,71.7,72.3,71.7,71.7,70.8,71.4,72.6,0.8298755186721992
69.1,68.4,68.7,70.2,71.7,72.3,71.7,71.7,70.8,71.4,72.6,72.3,0.8547008547008548
68.4,68.7,70.2,71.7,72.3,71.7,71.7,70.8,71.4,72.6,72.3,70.2,0.8695652173913043
68.7,70.2,71.7,72.3,71.7,71.7,70.8,71.4,72.6,72.3,70.2,69.0,0.8771929824561403
70.2,71.7,72.3,71.7,71.7,70.8,71.4,72.6,72.3,70.2,69.0,68.4,0.8862629246676513
